PhraseNo,Phrase,IsHateSpeech
1173,"Seriously, 'Family Guy' isn't even that well written. The jokes are all interchangeable and usually irrelevant to the plot. When this episode airs-our retaliation will be MASSIVE!!!!
",NO
1174,"Retaliation... Oh my God. M'kay?
",NO
1175,"Does this mean we don't have school all week?
",NO
1176,"You guys, this is serious! We have to do something!
",NO
1177,"(Like what?)
",NO
1178,"We have to go to the FOX network in L.A. We have to go and... try to get that episode pulled. You guys with me?
",NO
1179,"Dude, we can't go anywhere. They've shut down the airports and the buses.
",NO
1180,"Then we'll ride our Big Wheels.
",NO
1181,"To Los Angeles?
",NO
1182,"If that's what it takes, yes! We have to talk to the network! The Family Guy writers aren't gonna back down!
",NO
1183,"Well good for them. They shouldn't! The writers are standing up and saying they aren't going to be intimidated!
",NO
1184,"Intimidated?! Is that what you think this is about, Kyle?
",NO
1185,"Kyle! Kyle, wake up!  We have to go! The terrorists are attacking!
",NO
1186,"Dad? Are you sure there's time?
",NO
1187,"This isn't a joke, Kyle! Bombs have already gone off in six cities!
",NO
1188,"No!
",NO
1189,"Wait a minute!  Where's Ike?!
",NO
1190,"He was just here! Ike!
",NO
1191,"Ike! 
",NO
1192,"Ike? Iiike!  Ike! 
",NO
1193,"Ice cream. I want chocolate.
",NO
1194,"It's a long trip, dude. You're gonna need help. We can try and get the episode pulled together.
",NO
1195,"You know we might not even make it into the studio.
",NO
1196,"I know. But just like you, I feel like I have to try. People can really get hurt, and a joke just isn't worth that.
",NO
1197,"So what made you change your mind?
",NO
1198,"I got some sound advice... from an old friend. 
",NO
1199,"Well Kyle, we'd better get going.
",NO
1200,"Yeah! 
",NO
1201,"Are you set?
",NO
1202,"I'm set! Let's do this!
",NO
1203,"All right, let's roll! 
",NO
1204,"People! People, quiet, please!  We must not panic!
",NO
1205,"Well what are we gonna do, Mayor?! Part 2 of the Family Guy episode airs in six days!
",NO
1206,"I believe that Professor Thomas from the University has come up with a solution.
",NO
1207,"Thank you, Mayor.  Now look, everyone, Muslim terrorists and extremists are threatening us for what Family Guy is going to do... because they've wrongly grouped us together. Our only hope is to make the Muslim extremists know... that we had no part in the Mohammad episode. That even though the episode aired, we didn't watch it, we didn't hear it, and we didn't talk about it.
",NO
1208,"So how do we do that?
",NO
1209,"No, no, wait a minute,  that's ridiculous.  What we need to do is just the opposite. Freedom of speech is at stake here, don't you all see?  If anything, we should ALL make cartoons of Mohammad, and show the terrorists and the extremists that we are all united in the belief that every person has a right to say what they want! Look, people, it's... been real easy for us to stand up for free speech lately. For the past few decades we haven't had to risk anything to defend it. But those times are going to come! And one of those times is right now. And if WE... aren't willing to RISK... what we have, then we just believe in free speech, but we don't defend it. 
",NO
1210,"I like the sand idea.
",NO
1211,"Yeah, me too.
",NO
1212,"Yeah. The sand thing sounds a lot simpler. 
",NO
1213,"We're gonna need eight dozen shovels and sixteen tons of sand! Let's move, people!
",NO
1214,"We got six days to make it to Los Angeles. If we keep our stops to a minimum, we should be able to get the episode pulled just in time.
",NO
1215,"Yes, and in just a few weeks from now, Family Guy will be off the air forever.
",NO
1216,"Off the air? But... we're just going to try to get the Mohammad episode pulled.
",NO
1217,"Whoa whoa wait a minute!  This isn't what I signed up for! I like Family Guy. Why do we have to get it off the air forever?
",NO
1218,"Because they made f-fun of Muslims, and and that's wrong.
",NO
1219,"But that doesn't mean it has to go off the air. You should like that show. Your sense of humor is just like Family Guy.
",NO
1220,"Dad, I don't wanna bury my head in the sand.
",NO
1221,"It's the best say, Stanley. Did you eat your Fruit Roll-Up?
",NO
1222,"Yeah.
",NO
1223,"Yes. I'm afraid one person is going to have to be last, and... not have his head in the sand.
",NO
1224,"I'll do it.
",NO
1225,"Dylan, no!
",NO
1226,"You realize by not burying your head in sand, you'll appear to be a part of the Family Guy audience.
",NO
1227,"Yes, I know.
",NO
1228,"Dylan, please, you can't!
",NO
1229,"Somebody has to do it, Sarah.  You run along now and you get your head in the sand. I'll be all right.  You have to understand... I'm all she has. 
",NO
1230,"Who are those people?
",NO
1231,"Are you the network president?
",NO
1232,"Yes, Mr. President.
",NO
1233,"We need to discuss this Family Guy episode, Mr. President.
",NO
1234,"Mr. President, my hands are tied. The Family Guy writers insist I don't censor Mohammad.
",NO
1235,"But Mr. President, this is a matter of national security. They must be reasoned with.
",NO
1236,"Mr. President, there's something about the Family Guy writing staff I think you should know. 
",NO
1237,"Next week on South Park: The race continues. Cartman reaches the Family Guy Studio and learns the shocking secret behind the Family Guy writing staff.
",NO
1238,"This... explains everything.
",NO
1239,"As an entire nation buries its head in sand... 
",NO
1240,"The idea has swept the nation! But where will we find enough sand for everyone?
",NO
1241,"...and the battle between Good and Evil is finally waged...
",NO
1242,"I doubt it! I'll bet that right now, somebody is on their way to FOX Network to demand that that episode be pulled.
",NO
1243,"Ma'am, I need to speak to the president of this network right away.
",NO
1244,"What is it regarding?
",NO
1245,"O...kay, but if you've got a problem with Family Guy, you'll have to wait in line.  That little boy over there has an appointment to try and get Family Guy off the air altogether. 
",NO
1246,"Dude, can I go before you?
",NO
1247,"""Family Guy"" better not show Mohammad tonight. I'm serious. ""Family Guy"" isn't funny.
",NO
1248,"Osama bin Laden had this to say:
",NO
1249,"If you look closely at the writing in ""Family Guy"", you will see that the jokes never derive from the plot, and I think that's totally gay.
",NO
1250,"Bin Laden went on to say that if Family Guy shows the image of Mohammad as planned, the terrorist retaliation will be immediate. 
",NO
1251,"You one of them?
",NO
1252,"Who?
",NO
1253,"So what's your plan? You're gonna ask the president of the network nicely to take it off the air?
",NO
1254,"Not nicely.
",NO
1255,"Look, kid, if you hate a TV show, all you have to do is get an episode pulled. Pretty soon the show is compromised and it goes off the air.
",NO
1256,"Cool, man.
",NO
1257,"Yes. So my plan is to use this whole Mohammad thing as a way to scare the network into pulling tonight's show. I'm going to use fear to get them to do what I want.
",NO
1258,"Isn't that like, terrorism?
",NO
1259,"I'm a pretty bad kid.
",NO
1260,"Really? What's the worst thing you've ever done?
",NO
1261,"I stole the head off a statue once.
",NO
1262,"Wow, that's pretty hardcore. Geez. That's like this one time, when I didn't like a kid, so I ground his parents up into chili and fed it to him.
",NO
1263,"You got it, man. You got it. 
",NO
1264,"Seeya.
",NO
1265,"I want to assure the American people that as President, I have exhausted every possible solution. Unfortunately, Mohammad will appear uncensored on Family Guy tonight at seven.
",NO
1266,"Couldn't you throw them in prison? 
",NO
1267,"Look! The fact of the matter is the Family Guy writing staff is protected by something called the First Amendment!
",NO
1268,"And what exactly is this First Amendment, Mr. President?
",NO
1269,"Uh you know, the right to free speech.
",NO
1270,"Mr. President, when your administration came up with this ""First Amendment,"" did it not foresee a problem like this might happen? 
",NO
1271,"Well... We didn't come up with the First Amendment. It was already in place.
",NO
1272,"What do you intend to do about this ""First Amendment,"" Mr. President? 
",NO
1273,"Forgive me, Mr. President, but this ""First Amendment"" sounds like a lot of bureaucratic jibbery-joob? 
",NO
1274,"Yeah!
",NO
1275,"That's right!
",NO
1276,"Okay, let's discuss the fall lineup.
",NO
1277,"Sir, there's still one little boy out here who wants to speak with you about pulling the Family Guy episode
",NO
1278,"All right, let's get this over with. 
",NO
1279,"Hello, gentlemen, ladies. My name is little Danny Pocket. And I won't take much of your time. Please excuse my tiny crutch; it's the only way I can get around these days. Ow...
",NO
1280,"Oh, poor kid.
",NO
1281,"You see, my father worked for a newspaper in my native country of Denmark. His newspaper showed an image of Mohammad and, two days later, terrorists suicides bombed his building. I was in the lobby when it happened.  First one terrorist suicide bombed us and, then dozens more. They just kept coming. Suicide bombers running in the building and blowing up one after another! They were like Mexican jumping beans. I just don't wanna see people here at your studio getting hurt, because... that would be, of course, your responsibility.  Ow..
",NO
1282,"I feel terrible. It's so east to put terrorism out of mind until one of its victims is staring you in the face.
",NO
1283,"Sir, if we pull the episode, the Family Guy writing staff will refuse to work again.
",NO
1284,"Little boy, will you talk to the Family Guy writing staff? If your story touches their hearts like it has ours, perhaps they'll back down from demanding we air the episode.
",NO
1285,"I'll certainly do my best.  Ow.
",NO
1286,"What was that?
",NO
1287,"I I said ""thank you."" Thank you for listening. 
",NO
1288,"Thanks a lot for the ride.
",NO
1289,"Ey, it's the least I could do. I hope you succeed, kid. I really don't wanna see Family Guy go off the air. I love that show!
",NO
1290,"I'll do everything I can.
",NO
1291,"The network president's office is in there! 
",NO
1292,"Oh thanks, dude.
",NO
1293,"No problem, man. 
",NO
1294,"Hello? This can't be right, I-  Ow!
",NO
1295,"Hello Mitchell.
",NO
1296,"Oh hi, Miss Travis.
",NO
1297,"The president has asked that little Danny Pocket here speak with the Family Guy writing staff.
",NO
1298,"Are you... sure? They're working on a new episode right now.
",NO
1299,"It won't take long, sir.  Ow...
",NO
1300,"All right, I'll take him back. Follow me, little Danny.  You must be excited. Not many people get to meet our writing staff.
",NO
1301,"Yes, I'm totally excited. Family Guy is so funny.
",NO
1302,"Well, here we are. Danny, the Family Guy writing staff.
",NO
1303,"Wha?  What are they?
",NO
1304,"That isn't gonna work on them.
",NO
1305,"Why not?
",NO
1306,"Don't you know anything about manatees? They're the only mammals that are completely unmoved by terrorst threats.
",NO
1307,"Hello, Kyle. Looks like you've run into a little snag in your plan as well.
",NO
1308,"I don't understand it. What's wrong with them? 
",NO
1309,"We don't know, Mr. President. They just stopped working.
",NO
1310,"Sir! Sir!  If you don't my saying, I think you asked for this. You gave in to the manatees last week. Now they know all they have to do is refuse to work and they can get whatever they want. You spoiled them by caving in. Now they thnk they can walk all over you.  Sir, you are in charge of this network, not them. Maybe it's time you showed them who's in charge.
",NO
1311,"You're right. It's time I stop letting these primadonna manatees tell me what to do! I'm pulling the Mohammad episode, you got that?! And if you all don't want to work tomorrow, you can just find other jobs!!  How long before Family Guy's supposed to air?!
",NO
1312,"Twenty-five minutes.
",NO
1313,"I gotta hurry! 
",NO
1314,"How about I allow the episode to air but, just censor out the image of Mohammad again.
",NO
1315,"I wish that was good enough, but if you censor out Mohammad, then soon you'll have to censor out more.
",NO
1316,"Chris, the people at Table 3 need their check.
",NO
1317,"I know. I'm swamped. I've got no help here!
",NO
1318,"Well what about the new waiter?
",NO
1319,"The new waiter is useless. And, I think he's high.
",NO
1320,"How spicy would you like your Chang sauce?
",NO
1321,"Will you just place our order, please?
",NO
1322,"Oh man, I have no idea what's goin' on.
",NO
1323,"Everything okay here?
",NO
1324,"Fine, except this towel has been mixing Chang sauce for fifteen minutes. He's clueless!
",NO
1325,"I guess I could edit those chapters down some.
",NO
1326,"Don't bother. I'm sorry to tell you this, sir, but nobody's ever going to publish your memoirs.
",NO
1327,"Huh? Why not?
",NO
1328,"Well, just the small trivial fact that... people aren't interested in autobiographies of towels.
",NO
1329,"Wull yeah, but, maybe people will read my memoirs and like, apply its lessons to their own lives.
",NO
1330,"No. They won't. Because they're people. And you're a towel.
",NO
1331,"Now what am I gonna do? I gotta pay rent and I just wasted three weeks writin' my memoirs. It's time for me to stop bein' so irresponsible. I've gotta shape up, focus, an' come up with real solutions to my problems.  I'd better get a little high.  Oh, maybe I shouldn't.
",NO
1332,"But you have to think of somethin' fast, an' gettin' high makes you smart.
",NO
1333,"All right, I'll just use my special gettin'-high powers one more time.  Hey. Hey, wait a minute. Of course! That's it! Why didn't I think of it before? 
",NO
1334,"All my life I've been a pretty irresponsible towel.  person. I thought I was somehow stronger and more immune than other towels.  people.  This is a really good idea.
",NO
1335,"Ogh. Oh my God. Uh I could not believe a human being has led this kind of life, Mr...!
",NO
1336,"McTowelie. Steven McTowelie.
",NO
1337,"...No. If I was a towel, why would I be wearin' this hat, an' this fake mustache?
",NO
1338,"Right, I'm sorry.  Well Steveen, if it's all right with you, I'm gonna to get our agents and lawyers on the phone right now. We're in business, sir.
",NO
1339,"All right!
",NO
1340,"Thank you so much.  Once in a while I come across a book that is sooo honest and sooo moving that it changes my life.  ""A Million Little Fibers"" is the true story about a man who was born in a laboratory. Please welcome author Stevem McTowelie!  Steven, when I read your book, I thought to myself, ""How can a human being go through all this and still turn out okay?""
",NO
1341,"Well, I guess I'm just an extra-special tow-  person.
",NO
1342,"You talk in your book how you would sometimes have to spend days hung up on a rack. What would that do to you emotionally? You have been through... so much,  and I think that people all over America could benefit...
",NO
1343,"And so, Steven, I'm making your book my official Book of the Month selection! 
",NO
1344,"Really?  Wow. I'm gonna get super-rich now.
",NO
1345,"Uh huh, okay. Well listen, maybe we can get her in as a guest on the 19th. All right, is John Travolta available to be a guest the week after that? Okay, that might work better since it's Sweeps Week.
",NO
1346,"Can't take it anymore. All she ever does is work work work, never pays attention to the ol' minge. I'm always trapped in these stuffy pantsuits. I want attention! I'm bloody bored!
",NO
1347,"Oh stop your complainin'! I'm tryin' to sleep back here.
",NO
1348,"Ay, 'oo's that? Is that you, Gary?
",NO
1349,"Yes it's me. You think you've go' it bad? Oprah hasn't paid any attention to me in years.
",NO
1350,"She's a workaholic. Let's face it: the only way we're ever goin' tuh get any attention is if Oprah doesn't work anymore.
",NO
1351,"Well that'll never happen.
",NO
1352,"Not unless she gets fired.
",NO
1353,"Fired... You got a plan, Mingie?
",NO
1354,"That bloke on the show today, the one Oprah supported. 'E isn't a bloke at all. 'E's a towel.
",NO
1355,"Ooo. How d'you know?
",NO
1356,"I'm a minge. Minges know a towel when they hear one. If evidence gets out that Oprah's champion author is a towel, she'll look right foolish. Fans'll start droppin' off by the millions.
",NO
1357,"'Ow do we get proof?
",NO
1358,"We get somebody else to do it. The greatest investiga'ive reporter of our time.
",NO
1359,"Mr. Rivera.
",NO
1360,"What is it, Dimitri?
",NO
1361,"There's somebody on the phone to speak with you. He says he has inside information for you that may discredit Oprah Winfrey. 
",NO
1362,"Thith ith Geraldo.
",NO
1363,"'Allo 'Eraldo. I've got some information for you ya might find interestin'. It could make Oprah Winfrey look quite foolish.
",NO
1364,"Who am I thpeaking with?!
",NO
1365,"'E wants to know who 'e's speakin' with.
",NO
1366,"Let's just say I work very closely with Oprah. You'd like to see 'er discredited, wouldn't ya?
",NO
1367,"What information do you have?
",NO
1368,"What'd 'e say?
",NO
1369,"He wants to know what information we have.
",NO
1370,"Just tell me wha' 'e says, Gary! Don't wait for me 'o ask you ""wha' 'e say?""!
",NO
1371,"Stop wastin' my time.
",NO
1372,"Ay, don't get snooty with me, Gary!
",NO
1373,"I didn't say ""stop wastin' my time,"" Geraldo did.
",NO
1374,"What ith going on here?!
",NO
1375,"Oh all right Gary, this isn't workin'. Let's switch. I'll listen and you talk. 
",NO
1376,"Hallo?
",NO
1377,"Who ith thith?
",NO
1378,"This is Gary.
",NO
1379,"Gary who?! What is your last name?!
",NO
1380,"Don't give away your name. We don't want anyone to know where we are.
",NO
1381,"A towel? A talking towel? That doethn't make any thenthe.
",NO
1382,"Tell 'im 'e'd be surprised at things that can talk.
",NO
1383,"You'd be surprised at things that can talk.
",NO
1384,"What proof do you have of this accusation?!
",NO
1385,"Just look into the author of ""A Million Little Fiyabers,"" and you'll discover the truth.
",NO
1386,"And how do I go about that?  Hello? HELLO?!
",NO
1387,"This is Larry King Live.
",NO
1388,"My guest tonight is Steven McTowelie, author of the acclaimed book, ""A Million LIttle Fibers."" How are you tonight, Steven?
",NO
1389,"Well Larry, I'm a little high.
",NO
1390,"Your book has helped a lot of people beat addiction. What made you write it?
",NO
1391,"Well Larry, I was... really just writin' down my memoirs as I-
",NO
1392,"What? What's that? Oh ex- oh excuse me, Steven, I understand that we have a special report coming in. Joining us live from Afghanistan, here is Geraldo Rivera. 
",NO
1393,"Hello? Larry, are you receiving me?
",NO
1394,"We're here, Geraldo. You're live on the show.
",NO
1395,"Larry, this brave reporter has been days investigating and researching, and I have come up with a shocking discovery that is going to rock the balls and ass of the literary world! Steven McTowelie, author of ""A Million LIttle Fibers,"" is a towel!
",NO
1396,"You're a towel.
",NO
1397,"No, you're a towel.
",NO
1398,"Well you're a beaner towel.
",NO
1399,"What did you say??
",NO
1400,"I'm sorry. I'm high.
",NO
1401,"This looks pretty bad, Oprah.
",NO
1402,"Oh God, I'm really in trouble now.  Hello?
",NO
1403,"Steven, it's Oprah. Can you come on my show again tomorrow?
",NO
1404,"Why?
",NO
1405,"We need to tell the audience why you changed some of the facts in your book; that you thought it necessary to ""heighten"" certain things to make the book more relevant to people.
",NO
1406,"Hey yeah.
",NO
1407,"Just come on the show and explain in a very level-headed way that changing some facts shouldn't matter if the book helps people, okay?
",NO
1408,"Okay. Thanks Oprah! You're a real friend.
",NO
1409,"See you tomorrow.
",NO
1410,"All right, I got one chance here. I need to focus and come up with what I'm gonna say.  Maybe I should get a little high.  No! Wait a minute! I'm not going to get high this time. 
",NO
1411,"Aw, come on. You need to come up with ideas of what to say on Oprah.
",NO
1412,"But, the ideas I come up with when I'm high keep gettin' me in trouble.
",NO
1413,"Yeah. That's why you should only get a little high.
",NO
1414,"Well, maybe just a little high. 
",NO
1415,"Today my guest is once again Steven McTowelie, whose memoirs many of you purchased after I made it my Book of the Month Selection. 
",NO
1416,"What's this? What's she doin'?
",NO
1417,"I don't understand, Mingie.
",NO
1418,"Stay back, mate!
",NO
1419,"Drop the gun and step away.
",NO
1420,"I'm warnin' you!
",NO
1421,"Got the walkie-talkie you asked for.
",NO
1422,"Put it underneath me.  Slowly, mate, slowly!  Now back off.  All right, Gary, squeeze the walkie button.  This is Oprah's minge!
",NO
1423,"Hellow, I'm Lieutenant Nelson. What are your demands?
",NO
1424,"I want a chopper, and a jet waiting at the airport to take us to France! Plus we need some fresh knickers right away.
",NO
1425,"Where... where are we, Mingie? Are we in Paris?
",NO
1426,"Yeah. Yeah, we're in Paris, mate.
",NO
1427,"Ahhh... Is it as wonderful as I 'oped?
",NO
1428,"Ih, it's beautiful. We've finally made it!
",NO
1429,"Tell me what you see, Mingie.
",NO
1430,"Well, there's the... Eiffel Tower right in front of us. The Louvre, right over there behind ya. And f-fresh baguettes all around.
",NO
1431,"Ahhh... I can smell them, Mingie. At least I got to see Paris before I- 
",NO
1432,"Thank you, Mr. Mackey, students of South Park Elementary.. I'm here to educate you about the single biggest threat to our planet. You see, there is something out there which threatens our very existence and may be the end of the human race as we know it. I'm talking of course about...  ManBearPig. 
",NO
1433,"ManBearPig? 
",NO
1434,"It is a creature which roams the earth alone. It is half man, half bear, and half pig. Some people say that ManBearPig isn't real. Well, I'm here to tell you know, ManBearPig is very real, and he most certainly exists. I'm serial. ManBearPig doesn't care who you are or what you've done. ManBearPig simply wants to get you! I'm super-serial.  But have no fear, because I am here to save you! And someday, when the world is rid of ManBearPig, everyone will say ""Thank you, Al Gore. You're super awesome."" The end.
",NO
1435,"Uhhh, ohhhkay, thank you Mr. Gore.
",NO
1436,"Thank you, class. Excelsior! 
",NO
1437,"Check out this sweet move.  Kyle, you can't block like that.
",NO
1438,"Uhh, Stan?
",NO
1439,"Oh, hey Dad.
",NO
1440,"Hello.
",NO
1441,"It's ah, getting late, boys. Why don't you get in the car and I'll drive you all home?
",NO
1442,"Okay, Mr. Marsh. 
",NO
1443,"Be safe. 
",NO
1444,"Boys, I don't want you hanging out with that ex vice-president anymore, okay?
",NO
1445,"Aw, he's all right, Dad. He was just trying to warn us about ManBearPig.
",NO
1446,"ManBearPig?
",NO
1447,"He's half man and half bearpig
",NO
1448,"No, dude, he's half man and half bear and half pig.
",NO
1449,"That doesn't make any sense.
",NO
1450,"He could be half bear, half manpig.
",NO
1451,"Boys, there's no such thing as a ManBearPig. The vice president is just desperate for attention.
",NO
1452,"But I feel kind of bad for him, Dad. I don't think he has any friends.
",NO
1453,"Hello?
",NO
1454,"Hello, this is Al Gore.
",NO
1455,"Oh man... Hi Mr. Gore.
",NO
1456,"I was the vice president.
",NO
1457,"I know.
",NO
1458,"Can you and your friends make it to an emergency ManBearPig meeting tomorrow morning? I have some evidence he could be in this area.
",NO
1459,"Eh look, I'm sorry but, we're all kind of busy.
",NO
1460,"Oh. I get it. You don't believe me either.
",NO
1461,"No, no, it's not that.
",NO
1462,"Yes it is. Nobody believes me!  I'm trying to warn everybody and nobody takes me serial!  I just want somebody in the world to take me serial just for once.
",NO
1463,"Ih it's okay, Mr. Gore, I, I believe you.
",NO
1464,"No you don't.
",NO
1465,"Yeah, I'm sure ManBearPig needs to be stopped. I'm just... I'm just scared that I can't do anything to stop him.
",NO
1466,"Are you serial?
",NO
1467,"...Yes, I'm serial.
",NO
1468,"Dude, why are we going to hang out with this guy?
",NO
1469,"(Yeah, I don't get it.)
",NO
1470,"Come on, you guys, Al Gore doesn't have any friends. We'll just make an appearance at his little meeting and then we'll go. 
",NO
1471,"Hi kids! Come on in!  Okay, let's get this meeting started. What do you kids think we should do to stop ManBearPig?
",NO
1472,"Yyeah, you know, Mr. Gore, uh, my dad's a geologist, and he said that ManBearPig probably isn't in Colorado.
",NO
1473,"What does your dad look like?? Does he have large hooves where his feet should be??
",NO
1474,"NO.
",NO
1475,"Damn. For a minute there, I thought we found him.
",NO
1476,"Well, this was a great meeting. Wasn't it, guys? But, we gotta get goin' to school now.
",NO
1477,"Oh my God!  ManBearPig screen active! What is this area of Colorado! It's a it's a cave of some kind! 
",NO
1478,"Yeah, that's Cave of the Winds. It's a tourist attraction.
",NO
1479,"Oh Jesus on ice skates, we've gotta get down there right away.
",NO
1480,"Ah I don't think so, dude. 
",NO
1481,"Yeah, we've got school anyway.
",NO
1482,"I can get you all excused from school. 
",NO
1483,"You... have that kind of power?
",NO
1484,"Look! You boys have a chance to help me find and kill ManBearPig once and for all! I'm totally serial!
",NO
1485,"Hello everyone, welcome to Cave of the Winds. Our tour is gonna take us to two chambers in one of the most elaborate cavern systems in Colorado.  Before we get started I do understand we have a special guest in our group today: the ex vice president, Mr. Al Gore.  Mr. Gore asked me to make sure you all knew he was here. Now, once we enter the cave we do ask you that you follow two rules: stay on the path and do not touch anything. Aright, are we ready?
",NO
1486,"Yeah.
",NO
1487,"Let's go cavin'. 
",NO
1488,"Here we are in the main chamber of the cave; it was discovered in 1892 and first used as a hideout for smugglers of the Old West.
",NO
1489,"Have you noticed high deposits of sulfur or a salmon-like odor coming from the caves lately?
",NO
1490,"Ahh, no.  Now, as you can see, the cave is filled with stalagmites and stalactites. Water drips from the cave's...
",NO
1491,"All right, kids, I need you to keep an eye out for ManBearPig droppings.
",NO
1492,"What do ManBearPig droppings look like?
",NO
1493,"Similar to pig droppings, but more manbearlike.
",NO
1494,"These rocks often make interesting shapes which we like to name. For instance, this one here we named ""The Hanging Mushroom.""  And over here we have ""Man With Helmet and Two Bowling Balls.""  And finally, of course, the ""Two Sisters.""  Now the cave itself is millions of years old and has a constant temperature of 57 degrees.
",NO
1495,"Sir? Mr. Gore? Is there a problem?
",NO
1496,"Not yet.
",NO
1497,"All right, everyone, if you'll step this way, you'll see how the cave gets its name. 
",NO
1498,"Kids! Kids, over here! Look.
",NO
1499,"What?
",NO
1500,"I bet this is where he's hiding.  This looks like ManBearPig Central. Come on!  Come on! This is where ManBearPig is! I'm serial! 
",NO
1501,"In certain areas of the cave, the wind actually blows through, causing a sound you can hear. 
",NO
1502,"Wow...
",NO
1503,"Take a picture of the sound, Steven. 
",NO
1504,"Mr. Gore, I I think we should stay with the tour group.
",NO
1505,"Hello?
",NO
1506,"Help!
",NO
1507,"We're trapped in here!
",NO
1508,"Somebody get us some help down hyah!
",NO
1509,"Hello, help!
",NO
1510,"Hello??
",NO
1511,"(Hello!)
",NO
1512,"Help!
",NO
1513,"Forget it! They can't hear us!
",NO
1514,"(What are we gonna do??)
",NO
1515,"Cartman's right. First rule of survival is stay put and wait to be rescued.
",NO
1516,"No, it's okay. You guys go on ahead.
",NO
1517,"No, we'll stay here too. If we start wandering off, we're gonna get lost or killed. Let's just wait here and hope help comes soon.
",NO
1518,"That's cool. I just... I just wouldn't go over there  if I were you guys. I just took a huge dump.
",NO
1519,"Aw, dude! 
",NO
1520,"The cave-in was massive. It has cut off all access in or out. The children are believe to be trapped somewhere in this area. 
",NO
1521,"Does anybody know who these kids are?
",NO
1522,"No, nobody seems to knew them. Only that they were in the tour group. Digging to them is going to take days.
",NO
1523,"Excuse me, Excuse me. This cave-in was no accident, and it isn't going to stop unless we move fast! I am super... duper... serial!
",NO
1524,"What do you mean? The cave-in is over.
",NO
1525,"I'm afraid you have a much bigger problem than a cave-in.
",NO
1526,"What's that? 
",NO
1527,"What is that, a pigbearman?
",NO
1528,"No, stupid! It's ManBearPig!
",NO
1529,"I'm sooo hungry. Do you think people even know we're here?
",NO
1530,"They saw us on the tour.  Dude, where do you keep going, Cartman?
",NO
1531,"I just... n-need to keep taking a crap. I got diarrhea, really bad.
",NO
1532,"All that treasure.  It's all mine!  So long as these greedy assholes don't find out about it!  You would all just looove to get your hands on my treasure, wouldn't you?! Even though I found it, you'd love to think it's somehow yours, too! God, I hate you guys!  Especially you, you money-grubbing snake in the grass!  Well I have news for you, Kyle! You're never going to get my treasure. I've got a little plan going, to get the treasure out of here without you ever knowing. 
",NO
1533,"C-Cartman?
",NO
1534,"Oh. Hey Kyle. How's it goin'?
",NO
1535,"Dude, what are you doing?
",NO
1536,"Not much. You know, just hangin' out. How've you been, man? Good?
",NO
1537,"Dude, get away from me!
",NO
1538,"Yeah. It's nice talking with you, Kyle. See you around. 
",NO
1539,"Why won't anybody listen to me?! ManBearPig is in there and we have to kill him while we all have the chance. I'm serial!
",NO
1540,"Mr. Gore, please, we need you to calm down. Now, w-what exactly do you suggest we do?
",NO
1541,"I told you we need to fill the cave with hot molten lead, 'cause it's the only way to make sure ManBearPig never comes out! And I'm sane and I'm totally serial, but everyone just keeps digging!
",NO
1542,"Well, see, the problem is that if we fill the caves with hot molten lead, it will kill those boys too.
",NO
1543,"You guys, we've got no time! You gotta get me out!! 
",NO
1544,"This is the end of you, ManBearPig.  Excelsior!
",NO
1545,"(We're almost there!)
",NO
1546,"I can't keep carrying him, dude! I've got no strength!
",NO
1547,"Yes you do! 
",NO
1548,"No! Let me out of here! Let me out of here, you guys!
",NO
1549,"Ruuun! 
",NO
1550,"That's it! Pull everyone out! There's nothing more we can do!
",NO
1551,"You're calling off the rescue?
",NO
1552,"We didn't plan on a freak river flood. God must really want those kids dead.
",NO
1553,"Well what if the children aren't dead?
",NO
1554,"Look, the cavern is completely flooded. Nothing could have survived. There's nothing left alive down there. 
",NO
1555,"Nothing left alive...  I did it. I killed ManBearPig. I've saved the earth from certain destruction. Everyone is super-stoked on me, even if they don't know it.
",NO
1556,"Kenny! Here, take my hand!  Hurry Kyle, the water's rising!
",NO
1557,"Grab my hand.
",NO
1558,"Car... Cartman! You've gotta swim! Kick with your legs!
",NO
1559,"I can't kick!
",NO
1560,"Yes you can!
",NO
1561,"I can't! Kick yourself back to safety!
",NO
1562,"I need your help!
",NO
1563,"No, you just have to save me. 
",NO
1564,"Kyle! No!
",NO
1565,"We are gathered here to say goodbye to four kids whom we all tried to help, but, in the end, could not. But where there is loss, there is hope. For ManBearPig is no more.
",NO
1566,"Oh Jesus, here we go again. 
",NO
1567,"I have beaten ManBearPig, and we will never forget the names of the brave young kids who lost their lives. Kid 1, Kid 2, Kid 3, and of course, Kid 4.  I remember how Kid 1 used to laugh and play.  And how Kid 2 was always there when I needed him.
",NO
1568,"Agh.
",NO
1569,"Oh my God! 
",NO
1570,"It's the kids! 
",NO
1571,"They're alive! 
",NO
1572,"Kids! I saved you!
",NO
1573,"Kids completely out of control. 
",NO
1574,"Look, I'm skating, I'm skating!
",NO
1575,"It's time to call Nanny 911.  We've gathered a team of world-class nannies to help families in crisis.  Parents of America, help is on the way!  Tonight...
",NO
1576,"Mom, I need another energy drink! 
",NO
1577,"This eight year old son of a single parent just won't behave.
",NO
1578,"And Nanny Stella is selected to set him straight. 
",NO
1579,"It's time for Nanny Stella to show Eric Cartman his ways are not going to be tolerated anymore! 
",NO
1580,"Yes. I think it's the nanny, boopsiekins.
",NO
